ST_CASE,DAY_WEEK,HOUR,BODY_TYP,FATAL_COUNT
250255,5,2,14,1
250256,3,99,80,1
250257,5,99,9,1
250258,7,2,8,1
250260,5,11,31,1
250261,7,0,15,1
250262,6,4,62,1
250263,7,5,4,1
250264,5,22,14,1
250265,1,15,80,1
250266,2,1,14,1
250267,5,22,4,1
250268,7,16,31,1
250269,6,99,80,1
250270,6,19,31,1
250271,6,6,4,1
250272,1,17,31,1
250273,4,14,14,1
250274,4,17,5,1
250275,4,18,30,1
250276,4,21,4,1
250277,5,7,4,1
250278,6,16,4,1
250279,1,14,14,1
250281,2,17,4,1
250282,6,20,4,1
250283,4,99,4,1
250284,5,17,31,1
250285,7,18,14,1
250286,1,99,4,1
250287,6,22,2,1
250288,1,19,99,1
250289,3,19,4,1
250290,5,10,4,1
250292,4,20,14,1
250293,6,23,4,1
250294,7,2,80,1
250295,5,0,80,1
260002,1,10,2,1
260003,7,0,99,1
260004,3,10,20,1
260005,4,14,14,1
260006,6,9,31,1
260007,6,0,4,1
260008,7,6,14,1
260009,4,8,4,1
260011,5,3,31,1
260012,5,3,4,1
260013,3,13,30,1
260014,7,17,4,1
260015,7,16,4,1
260016,1,15,31,1
260018,2,8,66,1
260020,1,5,31,1
260021,1,3,31,1
260022,3,14,4,1
260023,2,5,15,1
260024,5,8,14,1
260025,4,18,31,1
260026,2,16,63,1
260027,7,0,20,1
260028,7,15,4,1
260030,3,17,4,1
260031,6,12,4,1
260032,1,18,31,1
260033,3,17,31,1
260035,4,7,4,1
260036,6,7,14,1
260037,6,22,4,1
260038,5,9,2,1
260039,6,23,4,1
260040,7,6,52,1
260042,4,12,6,1
260043,1,0,31,1
260044,1,3,14,1
260046,7,7,20,1
260047,2,2,2,1
260048,5,5,4,1
260049,3,8,4,1
260051,5,5,4,1
260052,5,17,4,1
260053,5,23,14,1
260054,2,15,31,1
260055,6,7,31,1
260057,3,15,14,1
260058,4,11,14,1
260059,7,14,14,1
260060,6,2,5,1
260061,7,11,14,1
260062,3,21,14,1
260064,3,15,4,1
260066,3,22,14,1
260067,3,10,20,1
260068,5,15,66,1
260069,7,23,14,1
260070,6,5,4,1
260072,7,18,4,1
260073,1,2,4,1
260075,2,8,4,1
260076,3,9,6,1
260077,3,7,4,1
260078,3,14,30,1
260079,3,15,14,1
260080,1,14,4,1
260081,4,16,14,1
260082,3,5,99,1
260083,6,13,91,1
260084,7,10,63,1
260085,6,19,14,1
260087,6,16,20,1
260088,7,15,14,1
260089,6,6,14,1
260090,7,0,31,1
260091,2,12,4,1
260092,6,7,14,1
260093,6,18,6,1
260094,2,23,1,1
260095,1,7,14,1
260097,7,9,4,1
260098,2,20,21,1
260099,3,6,21,1
260100,2,21,14,1
260101,6,8,4,1
260102,6,20,99,1
260103,6,0,14,1
260104,6,18,4,1
260105,5,16,4,1
260106,6,6,4,1
260107,6,20,4,1
260108,4,5,30,1
260109,1,10,30,1
260110,7,13,4,1
260111,4,6,14,1
260112,7,18,4,1
260113,4,13,4,1
260114,4,22,6,1
260115,2,12,31,1
260116,1,3,2,1
260117,2,6,16,1
260118,4,0,4,1
260119,6,14,4,1
260120,2,11,31,1
260121,4,11,4,1
260122,6,2,31,1
260123,5,14,5,1
260124,3,7,14,1
260125,6,7,31,1
260126,5,7,31,1
260127,3,21,20,1
260128,4,11,4,1
260129,4,16,4,1
260130,6,1,31,1
260131,4,7,4,1
260132,5,2,4,1
260133,7,10,52,1
260134,7,17,4,1
260135,6,22,2,1
260136,1,7,20,1
260137,4,21,14,1
260138,6,23,4,1
260139,7,20,1,1
260140,1,5,14,1
260141,1,20,14,1
260142,2,16,14,1
260143,7,1,31,1
260144,1,21,4,1
260145,5,13,4,1
260146,6,20,4,1
260147,5,21,99,1
260148,2,22,4,1
260149,7,6,16,1
260150,3,23,31,1
260151,3,8,14,1
260152,4,12,4,1
260153,3,8,4,1
260154,6,14,4,1
260155,4,14,80,1
260156,5,19,6,1
260157,2,6,4,1
260158,2,19,15,1
260159,6,9,4,1
260160,3,22,66,1
260161,7,22,14,1
260162,4,8,4,1
260163,2,13,14,1
260164,6,20,20,1
260165,7,19,88,1
260166,2,1,31,1
260167,4,8,4,1
260168,1,1,14,1
260169,1,19,80,1
260170,4,15,6,1
260171,2,5,5,1
260173,1,3,4,1
260174,2,19,1,1
260175,6,20,4,1
260176,6,19,14,1
260177,7,2,4,1
260178,3,14,20,1
260179,7,14,4,1
260180,6,23,4,1
260181,7,23,9,1
260182,7,3,4,1
260183,6,3,4,1
260184,7,3,31,1
260185,1,0,14,1
260186,1,10,4,1
260187,1,11,4,1
260189,6,0,2,1
260190,6,17,80,1
260191,1,4,14,1
260192,1,14,4,1
260193,7,15,4,1
260194,6,19,80,1
260195,6,16,80,1
260196,7,23,4,1
260197,3,6,31,1
260198,3,5,4,1
260199,7,11,4,1
260201,7,15,6,1
260202,2,12,4,1
260203,1,0,4,1
260204,2,18,4,1
260205,7,23,31,1
260207,5,16,2,1
260209,1,1,31,1
260211,6,15,4,1
260213,4,13,30,1
260214,2,19,4,1
260215,5,2,80,1
260216,6,4,4,1
260217,6,19,31,1
260218,7,13,31,1
260219,5,16,4,1
260220,1,0,80,1
260221,1,7,15,1
260222,1,3,4,1
260223,7,20,31,1
260224,2,7,4,1
260225,2,23,80,1
260226,3,9,20,1
260227,4,15,90,1
260228,5,15,14,1
260229,5,22,2,1
260230,6,10,4,1
260231,6,9,14,1
260232,1,0,14,1
260234,6,10,4,1
260235,4,14,14,1
260236,7,20,20,1
260237,7,2,2,1
260238,1,3,4,1
260239,3,8,14,1
260240,6,12,4,1
260241,4,14,4,1
260243,7,13,31,1
260244,7,13,15,1
260245,1,20,14,1
260246,7,22,15,1
260247,7,14,80,1
260248,3,21,4,1
260249,6,13,15,1
260250,7,12,80,1
260252,7,17,4,1
260253,4,14,80,1
260254,4,23,80,1
260255,5,18,1,1
260256,5,17,2,1
260257,1,21,4,1
260258,1,15,80,1
260259,4,20,90,1
260261,7,5,31,1
260262,2,17,3,1
260263,2,16,90,1
260264,2,9,14,1
260265,4,13,4,1
260266,5,16,14,1
260267,4,18,14,1
260268,6,6,20,1
260269,3,22,4,1
260270,6,16,14,1
260273,5,23,80,1
260275,2,4,4,1
260276,1,12,80,1
260277,1,7,6,1
260278,7,23,4,1
260279,2,20,14,1
260280,3,9,21,1
260281,4,13,4,1
260283,3,16,80,1
260284,6,3,80,1
260285,3,21,4,1
260286,2,15,30,1
260287,7,1,4,1
260288,1,23,2,1
260289,4,13,14,1
260290,1,23,4,1
260291,7,2,80,1
260292,2,10,4,1
260293,2,15,20,1
260294,7,23,97,1
260295,6,21,15,1
260296,4,19,31,1
260297,3,21,80,1
260298,6,22,4,1
260299,7,18,80,1
260300,4,21,21,1
260302,7,4,2,1
260303,3,21,80,1
260304,7,19,80,1
260305,6,20,97,1
260306,7,22,80,1
260307,6,22,80,1
260308,6,11,31,1
260309,4,16,20,1
260310,2,18,20,1
260311,7,20,14,1
260312,2,20,2,1
260313,3,13,80,1
260314,2,7,4,1
260316,5,2,62,1
260317,5,23,6,1
260318,4,5,4,1
260319,1,8,80,1
260320,1,20,4,1
260321,6,7,4,1
260322,7,18,14,1
260323,5,18,4,1
260324,7,21,9,1
260325,4,14,6,1
260326,3,23,4,1
260328,3,23,80,1
260329,4,17,31,1
260330,3,14,80,1
260331,1,4,4,1
260332,3,13,4,1
260333,7,15,14,1
260334,1,2,14,1
260335,6,14,4,1
260336,6,23,14,1
260338,1,21,73,1
260339,1,2,2,1
260340,1,19,80,1
260341,2,0,30,1
260342,7,20,30,1
260343,1,18,4,1
260344,4,12,14,1
260345,5,7,31,1
260348,7,0,90,1
260349,5,16,14,1
260350,6,21,80,1
260351,3,22,2,1
260353,7,3,80,1
260354,1,21,80,1
260355,6,21,14,1
260356,7,23,14,1
260357,5,21,4,1
260358,2,11,80,1
260359,5,15,6,1
260361,5,13,14,1
260362,4,11,21,1
260363,2,7,4,1
260364,4,13,20,1
260365,3,18,21,1
260366,4,12,66,1
260367,5,18,14,1
260368,5,23,14,1
260369,6,17,80,1
260370,7,6,30,1
260371,5,13,31,1
260372,5,7,21,1
260373,7,17,14,1
260374,1,1,80,1
260375,1,5,80,1
260376,1,6,4,1
260377,2,0,30,1
260378,7,21,2,1
260379,2,23,31,1
260380,2,17,31,1
260381,5,0,3,1
260382,1,20,80,1
260383,3,20,14,1
260384,5,11,14,1
260385,5,18,80,1
260386,1,11,30,1
260387,5,5,4,1
260388,4,20,4,1
260389,6,14,4,1
260390,6,5,31,1
260391,5,23,20,1
260392,7,12,4,1
260394,5,18,66,1
260395,5,1,4,1
260397,2,5,14,1
260399,1,21,80,1
260401,3,11,2,1
260402,7,4,4,1
260403,3,10,63,1
260404,4,7,31,1
260406,5,12,15,1
260407,3,19,15,1
260408,5,21,4,1
260409,4,21,15,1
260410,5,0,14,1
260411,5,12,2,1
260412,1,22,16,1
260413,5,0,4,1
260414,6,21,14,1
260415,7,6,20,1
260416,1,2,21,1
260417,6,22,6,1
260418,2,6,14,1
260419,3,15,31,1
260420,1,1,4,1
260421,1,16,14,1
260422,6,12,81,1
260423,6,18,80,1
260424,3,4,9,1
260425,6,12,20,1
260427,6,1,80,1
260428,4,16,4,1
260429,5,0,14,1
260431,6,9,14,1
260433,6,14,80,1
260434,5,19,6,1
260435,5,21,14,1
260436,5,16,4,1
260437,6,7,14,1
260438,6,7,80,1
260439,5,11,14,1
260440,6,20,4,1
260441,6,23,20,1
260442,7,1,16,1
260444,4,10,4,1
260445,6,19,14,1
260446,1,13,14,1
260447,6,1,80,1
260448,4,9,31,1
260449,4,12,4,1
260450,2,16,14,1
260451,3,20,14,1
260452,7,10,31,1
260453,5,13,4,1
260454,7,13,20,1
260455,5,17,31,1
260456,7,8,5,1
260457,1,4,4,1
260459,2,13,80,1
260460,7,11,4,1
260461,2,15,31,1
260462,6,16,31,1
260463,7,21,31,1
260464,6,21,4,1
260465,5,23,14,1
260466,3,1,4,1
260467,6,23,9,1
260468,7,18,14,1
260469,4,8,14,1
260470,1,13,4,1
260471,6,22,30,1
260472,1,23,31,1
260473,2,7,4,1
260474,3,17,1,1
260475,2,5,4,1
260476,1,4,31,1
260478,2,21,4,1
260479,3,19,97,1
260480,3,11,4,1
260481,5,13,4,1
260482,2,22,80,1
260483,3,22,4,1
260484,4,12,4,1
260485,4,17,4,1
260486,5,14,4,1
260487,6,2,3,1
260488,6,1,31,1
260489,4,15,31,1
260490,5,21,6,1
260492,7,6,31,1
260493,2,14,31,1
260494,6,23,80,1
260495,7,14,31,1
260496,2,15,2,1
260497,5,16,20,1
260498,2,15,4,1
260499,3,10,4,1
260500,4,16,4,1
260501,3,23,31,1
260502,7,13,6,1
260503,6,14,14,1
260504,3,17,4,1
260506,5,14,4,1
260507,7,21,80,1
260508,7,22,4,1
260509,7,18,80,1
260510,1,21,4,1
260511,1,19,31,1
260512,3,16,80,1
260513,4,11,31,1
260514,7,99,4,1
260515,7,13,31,1
260516,1,16,80,1
260517,4,5,66,1
260518,4,5,4,1
260520,5,21,80,1
260521,1,2,80,1
260522,5,16,4,1
260523,4,6,4,1
260524,5,3,66,1
260525,3,1,20,1
260526,6,4,19,1
260527,6,16,20,1
260528,6,21,80,1
260529,7,3,4,1
260530,3,5,31,1
260531,7,1,80,1
260532,1,0,14,1
260533,1,0,2,1
260534,5,7,4,1
260535,7,99,31,1
260536,2,21,31,1
260537,7,4,30,1
260538,3,17,4,1
260539,3,22,4,1
260540,4,18,14,1
260541,2,15,3,1
260542,1,1,31,1
260543,2,17,15,1
260544,7,22,4,1
260545,4,17,14,1
260546,1,3,99,1
260547,6,5,4,1
260548,6,0,4,1
260549,4,15,80,1
260550,6,22,4,1
260552,3,17,31,1
260553,1,18,31,1
260554,1,17,80,1
260555,3,18,4,1
260556,2,7,31,1
260557,2,15,14,1
260558,2,21,4,1
260559,2,13,3,1
260560,2,4,4,1
260561,6,16,66,1
260562,4,13,4,1
260563,7,20,21,1
260566,6,6,80,1
260567,6,17,6,1
260568,4,3,14,1
260569,6,19,80,1
260571,7,11,4,1
260572,7,21,4,1
260573,6,0,14,1
260574,2,23,4,1
260575,7,5,6,1
260576,6,21,80,1
260577,1,0,4,1
260578,3,18,55,1
260579,4,7,30,1
260580,6,19,80,1
260581,3,22,4,1
260582,6,17,4,1
260583,2,15,4,1
260585,3,18,80,1
260586,1,19,80,1
260588,6,17,31,1
260590,4,8,31,1
260591,7,0,15,1
260592,6,20,14,1
260593,1,16,80,1
260594,6,19,4,1
260595,6,4,19,1
260596,1,1,31,1
260597,1,2,31,1
260598,7,2,4,1
260599,2,17,4,1
260600,1,7,31,1
260601,2,9,15,1
260602,2,11,31,1
260603,4,15,97,1
260604,6,20,80,1
260605,4,3,4,1
260606,4,6,9,1
260607,2,16,4,1
260608,3,14,5,1
260609,2,16,92,1
260610,5,20,80,1
260611,4,7,14,1
260612,5,8,4,1
260613,2,21,99,1
260615,1,19,31,1
260616,4,21,2,1
260617,5,14,31,1
260619,7,1,4,1
260620,1,21,4,1
260621,4,21,20,1
260622,1,17,4,1
260623,7,21,14,1
260624,5,21,80,1
260625,2,19,31,1
260626,4,17,80,1
260627,3,22,4,1
260628,6,5,30,1
260629,1,2,14,1
260630,6,16,21,1
260631,7,17,4,1
260632,1,2,4,1
260633,3,16,31,1
260634,4,17,14,1
260635,5,3,5,1
260636,2,7,80,1
260637,5,20,15,1
260638,7,14,4,1
260639,7,20,4,1
260640,1,18,80,1
260641,2,16,80,1
260642,3,15,80,1
260643,1,7,4,1
260644,7,22,80,1
260645,4,16,4,1
260646,3,14,4,1
260647,6,16,4,1
260648,7,14,31,1
260649,5,10,31,1
260650,4,7,31,1
260651,4,23,99,1
260652,4,6,2,1
260653,1,4,4,1
260654,7,18,1,1
260655,5,18,80,1
260656,6,19,2,1
260657,1,19,31,1
260658,6,16,31,1
260659,6,23,31,1
260660,6,15,66,1
260661,6,14,14,1
260662,7,21,4,1
260663,6,1,31,1
260664,7,1,14,1
260665,6,13,14,1
260666,5,23,14,1
260667,7,17,4,1
260668,7,13,15,1
260669,6,1,31,1
260670,5,15,6,1
260671,7,20,80,1
260672,4,8,16,1
260674,5,5,14,1
260675,2,1,80,1
260676,3,6,80,1
260677,7,21,4,1
260678,1,1,4,1
260679,4,17,2,1
260682,1,19,31,1
260683,1,21,1,1
260684,7,23,4,1
260685,7,21,4,1
260686,6,7,14,1
260687,1,21,14,1
260688,4,19,80,1
260689,6,7,4,1
260690,7,16,14,1
260691,7,19,4,1
260692,1,14,80,1
260693,4,17,9,1
260694,1,3,31,1
260695,3,15,80,1
260696,5,1,80,1
260697,7,16,4,1
260698,4,14,80,1
260700,1,16,31,1
260701,5,17,31,1
260702,2,7,15,1
260703,5,10,92,1
260704,1,15,4,1
260705,4,20,4,1
260706,5,99,4,1
260707,4,7,14,1
260708,6,2,4,1
260709,6,15,31,1
260710,4,22,30,1
260711,7,18,4,1
260712,2,19,31,1
260713,4,9,63,1
260714,1,19,4,1
260715,4,1,4,1
260716,1,11,4,1
260718,7,1,4,1
260719,4,7,6,1
260720,7,7,4,1
260721,3,12,61,1
260722,7,18,30,1
260723,7,14,6,1
260724,7,19,4,1
260725,1,21,14,1
260726,7,2,14,1
260727,7,16,30,1
260728,7,12,4,1
260729,1,3,15,1
260730,3,22,80,1
260732,1,21,14,1
260734,1,16,6,1
260735,4,17,1,1
260736,1,1,9,1
260737,4,21,80,1
260738,7,12,4,1
260739,1,4,4,1
260740,1,1,80,1
260742,2,16,21,1
260743,4,19,31,1
260744,4,17,4,1
260745,6,10,4,1
260746,3,5,16,1
260747,1,17,4,1
260748,3,18,14,1
260749,3,10,4,1
260750,4,20,90,1
260751,5,17,4,1
260752,3,18,30,1
260753,6,9,14,1
260754,5,11,4,1
260756,3,17,4,1
260757,5,17,14,1
260759,3,8,4,1
260760,2,6,31,1
260762,2,12,4,1
260763,5,23,20,1
260764,1,0,9,1
260765,2,9,14,1
260766,4,21,4,1
260767,5,3,4,1
260768,7,22,4,1
260769,4,18,2,1
260770,6,2,14,1
260771,7,19,21,1
260772,6,10,20,1
260773,3,6,4,1
260774,7,3,2,1
260775,3,12,4,1
260776,7,16,4,1
260777,7,13,4,1
260778,3,15,4,1
260779,2,13,1,1
260780,4,21,80,1
260781,2,12,4,1
260782,4,19,14,1
260783,4,15,15,1
260784,4,20,14,1
260785,5,9,66,1
260786,1,1,10,1
260787,6,7,31,1
260788,5,14,63,1
260789,7,13,14,1
260790,7,19,14,1
260791,1,8,31,1
260792,4,3,66,1
260793,7,20,4,1
260794,4,17,4,1
260795,6,6,31,1
260797,7,19,66,1
260798,1,2,31,1
260799,2,20,31,1
260800,1,17,97,1
260801,4,15,90,1
260802,4,18,4,1
260803,6,2,20,1
260804,4,8,5,1
260805,4,17,2,1
260806,5,20,15,1
260807,4,19,4,1
260808,5,18,31,1
260809,4,21,4,1
260810,6,3,4,1
260811,2,18,14,1
260812,7,22,31,1
260813,5,15,4,1
260814,6,10,31,1
260816,1,3,9,1
260817,3,8,4,1
260818,7,21,4,1
260819,3,4,6,1
260820,4,3,6,1
260822,4,16,97,1
260823,6,21,4,1
260824,3,14,4,1
260826,2,19,4,1
260827,3,19,20,1
260828,7,0,4,1
260829,5,2,9,1
260830,1,22,31,1
260831,1,14,9,1
260832,4,18,4,1
260833,4,3,4,1
260834,4,18,14,1
260835,5,1,2,1
260836,5,15,5,1
260837,7,3,14,1
260838,7,8,20,1
260839,7,9,4,1
260840,5,14,4,1
260842,6,7,20,1
260843,6,16,4,1
260844,6,16,4,1
260845,6,17,14,1
260846,6,0,6,1
260847,1,3,4,1
260848,6,19,4,1
260849,7,8,30,1
260851,2,17,4,1
260852,3,17,4,1
260853,7,2,9,1
260854,5,22,80,1
260855,7,1,21,1
260856,3,1,6,1
260857,4,22,4,1
260858,4,0,20,1
260859,7,18,4,1
260860,6,23,99,1
260863,4,22,4,1
260864,7,16,4,1
260865,5,99,90,1
260866,3,9,31,1
260867,4,8,61,1
260868,3,17,30,1
260869,2,6,4,1
260870,6,22,14,1
260871,3,16,6,1
260872,4,18,20,1
260873,3,17,4,1
260874,2,16,4,1
260875,2,0,4,1
260876,4,17,4,1
260877,6,11,4,1
260878,4,19,4,1
260879,7,17,4,1
260880,4,13,80,1
260881,4,8,4,1
260882,6,16,2,1
260883,2,17,21,1
260884,7,22,31,1
260885,2,8,4,1
260886,2,0,31,1
260887,1,17,4,1
260888,5,10,31,1
260889,6,14,14,1
260890,6,0,66,1
260891,7,22,14,1
260892,1,15,4,1
260893,6,13,4,1
260894,5,14,66,1
260895,7,3,4,1
260896,2,17,15,1
260897,1,22,80,1
260898,4,9,4,1
260899,1,4,4,1
260900,5,21,80,1
260901,5,21,14,1
260902,3,8,31,1
260903,5,17,31,1
260904,5,22,4,1
260905,4,21,14,1
260906,2,20,9,1
260907,6,17,20,1
260908,1,17,2,1
260909,5,6,4,1
260910,5,18,4,1
260911,6,9,21,1
260912,3,3,99,1
270002,6,6,4,1
270003,6,21,99,1
270004,6,10,31,1
270005,2,11,20,1
270006,4,8,4,1
270007,1,18,4,1
270008,4,18,20,1
270009,4,19,15,1
270010,7,12,16,1
270011,7,21,4,1
270012,4,18,31,1
270013,4,21,31,1
270014,6,8,4,1
270015,6,17,31,1
270016,2,1,4,1
270018,5,15,31,1
270022,7,19,4,1
270023,1,18,4,1
270024,2,20,4,1
270025,3,10,4,1
270026,4,8,66,1
270027,5,19,67,1
270028,6,14,31,1
270029,7,13,4,1
270030,7,19,3,1
270031,1,1,4,1
270032,7,8,4,1
270033,2,6,31,1
270034,2,16,4,1
270035,3,9,66,1
270036,3,14,31,1
270037,3,15,4,1
270038,4,15,30,1
270039,5,14,14,1
270040,5,16,4,1
270042,6,15,31,1
270045,1,1,4,1
270046,1,3,14,1
270047,1,17,90,1
270048,2,11,31,1
270049,6,3,14,1
270050,1,7,31,1
270051,1,18,80,1
270052,4,21,4,1
270053,6,19,21,1
270054,7,3,31,1
270055,7,3,4,1
270056,7,8,4,1
270057,7,11,14,1
270058,1,8,30,1
270060,2,15,14,1
270061,2,17,67,1
270062,4,4,4,1
270063,4,23,5,1
270064,5,19,16,1
270065,7,2,4,1
270066,7,17,4,1
270067,2,18,4,1
270068,3,23,14,1
270069,4,6,31,1
270070,4,15,4,1
270071,5,0,31,1
270072,6,19,14,1
270073,7,16,80,1
270074,1,18,20,1
270075,2,15,14,1
270076,3,5,52,1
270077,4,12,80,1
270078,4,16,4,1
270079,4,16,4,1
270080,5,11,31,1
270081,5,21,80,1
270082,6,22,14,1
270084,7,22,80,1
270085,7,23,14,1
270087,4,19,31,1
270088,5,4,4,1
270089,5,16,4,1
270090,6,3,67,1
270091,6,6,66,1
270092,6,7,31,1
270093,1,15,4,1
270095,3,14,4,1
270096,3,23,31,1
270098,6,12,62,1
270099,7,13,80,1
270100,1,15,80,1
270101,1,17,14,1
270102,1,19,31,1
270103,2,12,80,1
270104,3,4,20,1
270105,3,18,31,1
270106,4,9,4,1
270107,5,16,4,1
270108,5,17,4,1
270109,6,8,4,1
270110,6,14,31,1
270111,6,18,61,1
270112,7,16,4,1
270113,1,9,15,1
270114,1,10,20,1
270115,4,21,4,1
270116,5,0,80,1
270117,7,13,80,1
270118,7,17,31,1
270120,4,10,14,1
270121,4,15,31,1
270122,5,18,4,1
270123,5,20,14,1
270124,6,11,4,1
270125,6,19,80,1
270126,7,22,31,1
270127,2,19,31,1
270128,3,14,31,1
270129,5,23,4,1
270130,5,13,14,1
270131,7,8,31,1
270132,7,18,80,1
270133,1,7,14,1
270134,3,23,4,1
270135,7,11,4,1
270136,3,20,31,1
270137,7,0,31,1
270138,7,14,31,1
270139,5,14,16,1
270140,7,15,80,1
270141,6,22,80,1
270142,1,6,4,1
270143,1,11,4,1
270144,2,5,31,1
270145,6,13,4,1
270146,7,0,80,1
270147,7,4,4,1
270148,7,8,31,1
270149,1,9,80,1
270150,1,14,31,1
270151,1,21,2,1
270152,3,18,80,1
270153,5,12,80,1
270154,5,15,6,1
270155,1,22,4,1
270156,2,18,90,1
270157,5,18,4,1
270158,5,22,80,1
270159,6,21,2,1
270160,5,1,80,1
270161,7,9,82,1
270162,5,17,14,1
270163,7,12,80,1
270164,6,22,4,1
270165,7,6,90,1
270166,4,19,80,1
270167,4,9,6,1
270168,7,12,31,1
270169,7,14,80,1
270170,4,0,4,1
270172,3,8,66,1
270174,2,18,4,1
270176,1,14,4,1
270177,2,11,4,1
270180,4,15,52,1
270181,1,11,80,1
270183,6,14,4,1
270184,6,15,4,1
270185,6,23,31,1
270186,7,22,4,1
270187,5,15,6,1
270188,3,9,31,1
270189,3,13,15,1
270191,4,1,3,1
270192,4,6,4,1
270193,4,15,14,1
270194,5,13,4,1
270195,7,5,80,1
270196,5,17,4,1
270198,6,14,63,1
270199,1,16,4,1
270200,1,21,80,1
270202,2,21,4,1
270204,7,23,5,1
270205,1,12,80,1
270206,1,16,67,1
270207,2,18,80,1
270208,3,6,4,1
270209,5,22,92,1
270210,1,16,80,1
270211,1,20,90,1
270212,6,21,66,1
270213,6,10,4,1
270215,2,20,30,1
270216,4,6,31,1
270217,1,9,4,1
270218,1,16,4,1
270219,3,5,31,1
270220,4,17,67,1
270221,5,15,4,1
270223,2,17,4,1
270225,4,10,31,1
270226,4,20,80,1
270228,5,15,14,1
270229,1,6,3,1
270230,5,16,4,1
270231,6,3,14,1
270232,7,13,4,1
270233,7,17,31,1
270234,7,19,80,1
270235,7,22,4,1
270236,2,7,4,1
270237,2,10,4,1
270238,3,7,6,1
270239,3,15,5,1
270240,7,15,14,1
270241,7,17,31,1
270243,1,19,80,1
270244,2,12,80,1
270245,3,23,80,1
270247,3,18,6,1
270248,5,20,31,1
270249,1,3,3,1
270251,2,7,2,1
270252,4,3,14,1
270253,4,14,21,1
270254,5,16,80,1
270255,5,19,20,1
270256,1,3,4,1
270257,4,8,31,1
270258,3,15,31,1
270259,2,9,14,1
270260,1,0,90,1
270261,1,9,6,1
270262,1,20,66,1
270264,4,20,14,1
270266,6,7,9,1
270267,6,16,4,1
270268,6,17,20,1
270269,7,20,80,1
270270,1,5,15,1
270271,1,14,15,1
270272,2,12,6,1
270273,3,17,92,1
270274,4,11,4,1
270275,4,14,4,1
270276,5,6,2,1
270277,5,7,4,1
270278,7,1,4,1
270279,1,3,14,1
270280,1,5,1,1
270281,2,7,66,1
270282,2,17,4,1
270284,4,5,66,1
270285,3,11,21,1
270286,3,21,30,1
270287,4,15,2,1
270288,7,9,4,1
270289,7,9,4,1
270291,1,13,31,1
270292,1,14,4,1
270293,1,15,80,1
270294,1,18,80,1
270295,3,18,6,1
270296,4,8,4,1
270297,5,18,31,1
270298,5,13,80,1
270299,5,19,14,1
270300,1,15,31,1
270301,2,16,80,1
270302,2,17,30,1
270303,2,19,80,1
270304,5,9,4,1
270305,5,13,61,1
270307,6,16,4,1
270308,7,0,4,1
270309,7,10,4,1
270310,7,13,4,1
270311,7,15,20,1
270312,3,21,4,1
270313,4,7,6,1
270314,7,21,4,1
270317,2,22,4,1
270318,3,3,66,1
270319,4,20,66,1
270320,5,9,31,1
270321,5,17,4,1
270322,6,22,4,1
270323,6,23,31,1
270324,1,18,80,1
270325,4,17,4,1
270326,3,15,31,1
270327,5,19,31,1
270328,6,19,31,1
270329,1,20,14,1
270330,2,7,4,1
270331,2,9,4,1
270332,2,11,2,1
270333,2,19,20,1
270334,5,9,2,1
270335,6,21,31,1
270336,7,2,31,1
270337,2,17,4,1
270338,3,10,4,1
270339,2,15,90,1
270340,6,21,90,1
270341,4,2,4,1
270342,2,5,4,1
270343,4,6,14,1
270344,4,15,55,1
270346,1,18,90,1
270347,2,14,4,1
270348,2,14,4,1
270349,6,14,31,1
270351,3,14,63,1
270352,2,20,4,1
270353,2,10,4,1
270354,2,13,66,1
270355,3,15,14,1
270356,5,18,6,1
270357,3,5,40,1
270358,3,7,50,1
270359,3,12,4,1
270360,3,19,15,1
270361,4,11,4,1
270362,4,18,30,1
270363,6,16,4,1
270364,6,23,6,1
270365,7,16,20,1
270366,2,5,4,1
270367,2,5,14,1
270368,2,6,4,1
270369,2,7,31,1
270370,3,5,31,1
270371,4,14,4,1
270372,4,0,14,1
270373,4,15,4,1
270374,5,14,31,1
270376,2,12,4,1
270377,4,19,31,1
270378,5,21,99,1
270379,2,14,4,1
270380,6,12,4,1
270381,7,21,14,1
270382,3,5,4,1
280001,5,20,4,1
280002,5,2,15,1
280003,7,21,31,1
280004,1,19,4,1
280006,3,6,80,1
280007,4,14,62,1
280008,5,10,2,1
280009,5,15,31,1
280010,6,5,14,1
280011,6,16,4,1
280012,6,18,6,1
280013,7,1,31,1
280014,2,19,15,1
280015,3,16,4,1
280016,1,4,4,1
280017,2,10,15,1
280018,4,5,73,1
280019,5,18,30,1
280020,6,17,4,1
280021,7,6,31,1
280022,2,19,4,1
280023,5,10,66,1
280024,4,18,31,1
280025,6,14,31,1
280026,7,23,31,1
280027,1,4,14,1
280028,1,21,31,1
280029,2,8,31,1
280030,3,7,15,1
280031,5,15,50,1
280032,1,8,4,1
280033,1,13,90,1
280034,1,13,63,1
280036,4,21,4,1
280038,6,12,4,1
280039,6,16,14,1
280040,6,22,3,1
280042,6,23,4,1
280044,7,5,4,1
280045,7,15,4,1
280047,7,20,90,1
280048,7,7,66,1
280049,7,16,4,1
280050,1,2,4,1
280052,7,18,31,1
280053,1,15,14,1
280054,1,17,31,1
280055,2,15,31,1
280056,4,7,4,1
280057,3,2,31,1
280058,4,12,31,1
280059,5,10,1,1
280060,5,17,31,1
280061,5,21,14,1
280062,6,8,16,1
280064,3,14,66,1
280065,3,14,29,1
280068,6,15,14,1
280069,6,18,4,1
