ST_CASE,DAY_WEEK,HOUR,BODY_TYP,FATAL_COUNT
40531,1,20,4,1
40532,3,7,4,1
40533,4,13,16,1
40534,7,0,30,1
40535,7,0,99,1
40536,7,11,80,1
40537,2,14,31,1
40541,7,2,80,1
40543,1,9,99,1
40544,2,19,80,1
40545,4,7,14,1
40546,5,16,80,1
40548,7,8,88,1
40549,5,0,20,1
40550,6,15,4,1
40553,1,23,20,1
40554,3,20,4,1
40555,4,14,20,1
40556,5,16,2,1
40557,7,1,4,1
40558,1,5,15,1
40559,1,5,83,1
40560,2,99,99,1
40561,5,13,31,1
40562,7,1,4,1
40563,1,0,99,1
40564,7,7,14,1
40565,7,10,4,1
40566,1,11,80,1
40567,1,21,31,1
40569,2,20,4,1
40570,3,6,4,1
40571,4,4,14,1
40572,5,9,30,1
40573,7,13,80,1
40574,7,18,14,1
40575,7,23,6,1
40576,7,23,4,1
40577,3,14,4,1
40578,3,20,2,1
40579,4,8,14,1
40580,4,21,4,1
40582,2,23,3,1
40583,6,12,80,1
40584,7,9,4,1
40585,7,18,1,1
40586,3,5,4,1
40587,4,12,4,1
40588,1,20,2,1
40589,6,14,3,1
40590,7,21,80,1
40591,4,11,4,1
40592,7,18,30,1
40593,3,18,4,1
40594,3,22,4,1
40595,6,7,80,1
40596,1,22,80,1
40597,5,19,4,1
40599,6,20,40,1
40600,1,99,99,1
40601,4,22,99,1
40602,6,6,4,1
40604,4,20,31,1
40605,7,11,80,1
40606,6,4,99,1
40607,3,17,1,1
40608,4,21,2,1
40609,6,20,2,1
40610,1,14,4,1
40612,7,21,4,1
40613,1,1,4,1
40614,1,16,4,1
40615,2,22,4,1
40616,4,99,99,1
40617,5,23,4,1
40618,1,10,6,1
40619,2,17,81,1
40620,7,21,9,1
40623,7,18,80,1
40625,1,6,30,1
40626,3,6,80,1
40627,4,15,14,1
40628,5,9,30,1
40629,7,5,4,1
40630,7,16,20,1
40631,2,13,6,1
40632,2,16,80,1
40633,2,16,80,1
40634,3,15,97,1
40635,5,6,31,1
40636,5,19,31,1
40637,6,2,66,1
40638,1,8,5,1
40639,7,15,31,1
40640,1,2,4,1
40641,2,15,50,1
40642,2,18,4,1
40643,3,0,30,1
40644,3,11,64,1
40645,5,9,65,1
40646,5,12,4,1
40647,5,18,30,1
40648,5,19,4,1
40649,6,15,4,1
40650,7,10,31,1
40651,7,17,14,1
40652,7,18,14,1
40654,2,18,1,1
40655,4,19,3,1
40656,5,18,31,1
40657,6,3,30,1
40658,6,6,4,1
40659,6,7,14,1
40660,6,22,14,1
40661,7,3,4,1
40662,7,9,6,1
40663,7,11,4,1
40664,7,16,67,1
40666,7,21,31,1
40667,1,2,14,1
40668,6,2,9,1
40669,2,14,5,1
40670,2,16,4,1
40671,6,9,30,1
40672,2,11,4,1
40673,3,10,4,1
40674,4,9,80,1
40675,4,15,66,1
40676,6,16,4,1
40677,7,16,4,1
40678,7,19,90,1
40681,1,22,80,1
40682,3,1,4,1
40683,3,6,14,1
40684,3,19,4,1
40685,4,13,31,1
40687,7,16,80,1
40688,7,23,80,1
40689,1,6,6,1
40690,1,17,4,1
40691,1,17,2,1
40692,2,17,4,1
40693,3,17,4,1
40694,4,1,4,1
40695,4,13,14,1
40696,6,13,1,1
40697,7,0,4,1
40698,7,19,90,1
40699,2,16,80,1
40701,3,18,4,1
40703,2,22,4,1
40704,7,17,80,1
40705,7,19,4,1
40706,1,13,80,1
40707,4,11,2,1
40708,2,18,4,1
40709,6,19,80,1
40710,5,14,31,1
40711,6,1,39,1
40712,1,7,4,1
40713,2,8,4,1
40714,3,19,30,1
40715,4,5,31,1
40716,2,17,15,1
40717,4,2,15,1
40718,4,17,99,1
40720,1,18,31,1
40721,3,2,99,1
40722,3,23,2,1
40723,5,22,99,1
40724,6,16,80,1
40725,2,14,95,1
40726,5,23,30,1
40727,6,4,6,1
40728,6,22,31,1
40729,1,22,4,1
40730,5,4,14,1
40731,5,15,4,1
40732,2,5,4,1
40733,1,3,80,1
40734,2,6,5,1
40735,7,9,80,1
40736,2,18,80,1
40737,1,12,31,1
40738,6,21,66,1
40739,4,14,15,1
40740,6,18,31,1
40742,3,0,20,1
40743,7,2,99,1
40744,1,7,4,1
40745,2,99,99,1
40746,3,9,99,1
40747,3,20,4,1
40748,6,16,4,1
40749,7,99,90,1
40750,1,99,99,1
40751,6,2,31,1
40752,5,18,99,1
40753,5,99,99,1
40754,4,17,99,1
40755,6,99,99,1
40756,6,3,2,1
40758,4,7,30,1
40759,1,12,67,1
40761,1,18,66,1
40762,3,18,31,1
40763,3,19,20,1
40764,4,17,1,1
40765,4,17,4,1
40766,5,10,14,1
40767,7,10,10,1
40768,1,9,6,1
40769,1,11,2,1
40770,2,19,31,1
40771,3,12,14,1
40772,6,11,4,1
40773,2,17,15,1
40774,3,13,14,1
40775,3,19,30,1
40776,4,17,80,1
40777,5,23,14,1
40778,2,12,14,1
40780,4,21,31,1
40781,5,0,15,1
40782,7,19,61,1
40783,3,15,14,1
40785,1,3,4,1
40786,2,21,9,1
40787,5,17,14,1
40788,6,5,30,1
40789,6,20,31,1
40790,1,12,4,1
40791,3,5,66,1
40792,7,20,20,1
40794,5,2,14,1
40795,3,15,14,1
40796,2,17,39,1
40797,5,18,4,1
40798,3,7,6,1
40799,7,18,31,1
40801,6,20,99,1
40802,7,3,99,1
40803,7,18,31,1
40804,1,3,39,1
40806,4,17,4,1
40807,6,22,5,1
40809,7,22,66,1
40811,5,16,4,1
40812,5,22,31,1
40813,1,12,4,1
40814,4,22,31,1
40815,2,16,4,1
40816,2,15,31,1
40817,7,15,14,1
40818,3,16,9,1
40819,4,15,31,1
40820,5,99,80,1
40822,1,18,2,1
40823,5,16,16,1
40824,7,1,15,1
40825,1,2,39,1
40826,3,99,99,1
40827,6,9,4,1
40828,3,7,1,1
40829,4,19,6,1
40830,7,99,90,1
40831,7,18,4,1
40832,4,20,14,1
40833,3,12,31,1
40834,2,12,15,1
50001,5,20,14,1
50002,7,23,6,1
50003,1,21,6,1
50004,2,4,4,1
50005,3,13,14,1
50007,5,19,15,1
50008,7,18,20,1
50009,1,5,14,1
50011,4,19,15,1
50012,4,21,6,1
50014,7,14,4,1
50015,7,16,66,1
50016,1,12,80,1
50017,2,12,31,1
50018,2,18,14,1
50019,2,21,2,1
50020,3,17,20,1
50021,4,15,4,1
50022,5,13,78,1
50024,1,4,31,1
50025,1,8,31,1
50026,2,17,30,1
50027,2,21,4,1
50028,4,9,31,1
50029,5,20,31,1
50030,4,22,31,1
50031,6,5,2,1
50032,7,12,2,1
50034,1,17,31,1
50035,1,17,14,1
50036,2,1,14,1
50037,4,14,4,1
50038,5,11,31,1
50039,5,12,21,1
50040,5,18,99,1
50041,6,19,31,1
50042,7,7,31,1
50043,1,14,80,1
50044,2,9,80,1
50045,2,14,80,1
50046,2,19,4,1
50047,2,20,4,1
50048,2,22,14,1
50049,3,3,66,1
50050,3,6,4,1
50051,4,3,31,1
50052,4,15,31,1
50053,5,5,4,1
50056,7,15,4,1
50057,7,23,4,1
50058,2,17,31,1
50059,3,20,31,1
50060,4,6,4,1
50061,4,21,15,1
50062,5,17,14,1
50063,6,23,31,1
50064,7,7,31,1
50065,1,4,31,1
50066,1,14,2,1
50067,1,19,14,1
50068,4,10,14,1
50069,4,21,66,1
50070,5,17,14,1
50071,7,16,14,1
50072,7,17,31,1
50073,2,17,4,1
50074,3,14,20,1
50075,4,9,31,1
50076,4,17,66,1
50077,6,10,4,1
50078,6,17,31,1
50079,6,20,31,1
50080,7,15,88,1
50081,2,20,6,1
50082,5,5,21,1
50083,5,18,20,1
50084,6,5,31,1
50085,6,8,5,1
50086,6,8,66,1
50087,6,10,14,1
50088,7,5,9,1
50089,1,2,14,1
50090,2,6,31,1
50091,3,6,4,1
50092,5,0,4,1
50093,5,12,78,1
50094,5,15,6,1
50095,6,3,14,1
50097,1,10,31,1
50098,2,2,66,1
50099,2,16,2,1
50100,3,20,80,1
50101,4,12,4,1
50102,4,17,14,1
50104,5,4,14,1
50105,5,4,31,1
50107,5,16,90,1
50108,5,23,31,1
50109,7,1,15,1
50110,7,7,30,1
50111,1,1,30,1
50112,1,16,66,1
50115,6,20,2,1
50116,7,10,14,1
50117,7,17,80,1
50118,1,16,14,1
50120,3,15,5,1
50121,3,21,2,1
50122,5,14,31,1
50123,5,20,80,1
50124,6,7,2,1
50125,7,22,31,1
50126,7,22,14,1
50127,3,11,30,1
50128,3,20,31,1
50129,3,21,9,1
50130,3,22,4,1
50131,5,20,80,1
50133,1,9,2,1
50134,3,9,80,1
50135,5,9,4,1
50136,7,6,14,1
50137,1,19,80,1
50138,2,0,2,1
50139,3,10,80,1
50140,4,13,4,1
50141,5,0,9,1
50142,5,7,4,1
50144,5,17,3,1
50145,5,18,80,1
50146,6,11,80,1
50147,7,14,80,1
50148,7,16,1,1
50149,7,16,80,1
50150,7,18,80,1
50151,7,20,2,1
50152,1,19,4,1
50153,1,21,4,1
50154,2,18,4,1
50155,3,13,14,1
50156,4,10,30,1
50157,6,16,4,1
50158,7,0,15,1
50159,4,17,31,1
50160,6,1,14,1
50161,2,14,81,1
50162,2,18,2,1
50163,2,23,20,1
50164,3,14,4,1
50167,4,12,14,1
50168,4,21,4,1
50169,6,8,4,1
50170,7,21,2,1
50172,2,10,66,1
50173,2,20,80,1
50174,3,15,14,1
50175,5,15,4,1
50176,6,17,31,1
50178,7,21,14,1
50179,1,0,14,1
50180,1,4,20,1
50181,1,7,4,1
50182,5,19,90,1
50183,5,21,80,1
50184,6,0,4,1
50185,7,11,4,1
50186,7,16,66,1
50187,1,6,2,1
50188,2,4,15,1
50189,3,13,4,1
50190,4,15,80,1
50191,4,18,14,1
50192,5,3,4,1
50194,5,18,31,1
50195,5,22,88,1
50196,6,2,80,1
50197,6,16,4,1
50198,6,16,30,1
50199,7,0,2,1
50200,7,14,80,1
50201,7,17,4,1
50202,1,5,4,1
50203,1,8,15,1
50204,1,17,4,1
50205,1,18,4,1
50206,2,18,14,1
50207,2,19,4,1
50208,3,6,15,1
50209,4,5,14,1
50210,4,11,31,1
50211,7,17,4,1
50212,2,18,31,1
50213,3,9,31,1
50214,3,16,92,1
50215,5,4,14,1
50216,5,9,30,1
50217,5,10,4,1
50218,5,20,2,1
50219,6,15,15,1
50221,1,18,80,1
50222,2,17,80,1
50223,2,22,80,1
50224,4,17,2,1
50225,6,11,4,1
50226,6,13,66,1
50227,6,9,2,1
50228,7,19,20,1
50229,1,13,80,1
50230,1,15,30,1
50231,2,8,20,1
50232,3,2,4,1
50233,5,15,31,1
50234,6,10,31,1
50235,6,18,14,1
50237,7,17,4,1
50238,7,20,66,1
50239,7,22,31,1
50241,2,11,61,1
50242,3,18,14,1
50243,3,22,31,1
50244,4,7,14,1
50245,5,11,80,1
50247,6,6,6,1
50248,6,23,4,1
50249,6,17,31,1
50250,6,22,80,1
50251,7,16,15,1
50253,7,21,30,1
50254,2,14,80,1
50255,2,14,14,1
50256,4,9,9,1
50258,5,11,80,1
50259,6,13,80,1
50261,1,15,4,1
50262,1,23,14,1
50264,6,13,31,1
50265,6,17,66,1
50266,4,3,4,1
50268,7,10,31,1
50269,7,17,14,1
50270,1,9,4,1
50271,3,13,14,1
50272,3,21,15,1
50274,4,2,14,1
50276,4,19,14,1
50277,5,6,66,1
50278,6,15,14,1
50279,6,16,80,1
50280,1,0,2,1
50282,1,17,31,1
50283,4,10,31,1
50284,5,0,14,1
50286,6,12,80,1
50287,6,12,66,1
50288,6,16,4,1
50289,6,16,2,1
50292,1,15,2,1
50293,1,16,4,1
50294,2,2,66,1
50295,2,8,66,1
50296,2,23,14,1
50297,3,9,20,1
50298,3,14,4,1
50299,3,17,4,1
50301,3,18,4,1
50302,4,21,30,1
50303,4,22,3,1
50304,5,14,80,1
50305,6,6,4,1
50306,6,22,4,1
50307,7,3,31,1
50308,7,4,66,1
50309,1,0,66,1
50310,1,16,14,1
50311,2,17,4,1
50312,4,1,4,1
50313,4,13,40,1
50314,5,12,31,1
50315,5,20,14,1
50317,7,1,4,1
50318,7,6,4,1
50319,7,21,21,1
50320,1,13,88,1
50321,3,8,80,1
50322,3,16,20,1
50323,4,7,6,1
50324,4,14,31,1
50325,5,14,31,1
50326,7,0,90,1
50327,1,2,80,1
50329,1,15,4,1
50331,2,10,31,1
50332,3,10,80,1
50333,3,23,80,1
50334,4,7,66,1
50335,5,5,31,1
50336,5,13,80,1
50337,5,14,20,1
50338,6,22,80,1
50339,7,14,14,1
50341,3,18,4,1
50342,4,7,80,1
50343,4,13,2,1
50344,5,15,80,1
50345,5,17,6,1
50346,6,13,30,1
50347,1,14,3,1
50349,2,7,50,1
50350,4,20,4,1
50351,5,7,80,1
50352,5,23,4,1
50353,6,6,4,1
50354,7,0,4,1
50355,7,12,80,1
50356,1,18,80,1
50358,2,8,20,1
50359,5,9,2,1
50360,5,17,95,1
50361,1,1,31,1
50362,1,10,30,1
50363,2,4,80,1
50364,3,11,6,1
50365,3,1,66,1
50366,3,16,2,1
50367,4,8,66,1
50368,5,10,4,1
50369,5,19,15,1
50370,5,23,4,1
50371,6,10,14,1
50372,6,14,9,1
50373,6,19,4,1
50374,1,3,15,1
50375,1,20,80,1
50376,3,11,14,1
50378,4,17,31,1
50379,5,20,3,1
50380,6,19,4,1
50381,7,4,15,1
50382,7,9,4,1
50383,1,17,14,1
50384,2,19,97,1
50385,3,6,4,1
50386,3,17,30,1
50387,4,9,4,1
50388,4,21,5,1
50389,5,16,4,1
50390,6,9,4,1
50391,6,10,15,1
50392,6,14,6,1
50393,1,23,4,1
50394,2,11,31,1
50395,2,11,4,1
50396,2,16,1,1
50398,4,17,4,1
50399,4,6,40,1
50400,4,21,20,1
50401,5,6,30,1
50402,5,16,31,1
50403,6,1,4,1
50406,3,6,66,1
50407,3,8,3,1
50408,3,9,30,1
50409,3,12,20,1
50410,4,18,31,1
50411,5,15,4,1
50413,6,1,4,1
50414,6,10,15,1
50415,6,20,4,1
50416,7,0,31,1
50417,2,0,4,1
50418,3,17,2,1
50419,3,23,31,1
50420,4,0,31,1
50421,4,7,66,1
50422,5,14,4,1
50423,6,6,31,1
50424,6,8,31,1
50425,6,10,80,1
50426,6,23,80,1
50427,1,11,90,1
50428,1,12,2,1
50429,2,17,4,1
50430,2,20,4,1
50431,3,7,31,1
50432,3,21,90,1
50433,4,22,4,1
50434,5,17,15,1
50436,7,9,20,1
50437,7,15,80,1
50438,7,18,31,1
50440,2,17,4,1
50441,2,20,80,1
50442,2,21,31,1
50443,4,9,4,1
50444,4,1,14,1
50445,4,13,15,1
50446,4,19,80,1
50447,5,18,14,1
50448,6,0,4,1
50449,6,0,31,1
50450,2,9,4,1
50451,2,19,31,1
50452,3,6,21,1
50453,3,18,66,1
50454,4,12,4,1
50455,5,9,66,1
50458,6,13,90,1
50459,7,17,15,1
50460,2,4,14,1
50461,3,23,4,1
50462,4,7,31,1
50463,5,0,4,1
50464,6,17,80,1
50465,1,1,89,1
50466,1,12,14,1
50467,1,15,2,1
50468,2,11,6,1
50469,2,16,31,1
50471,4,20,15,1
50472,6,8,31,1
50475,2,23,4,1
50476,7,5,30,1
50477,7,18,31,1
50479,1,13,30,1
50480,3,16,14,1
50481,4,19,4,1
50482,4,20,31,1
50483,5,23,4,1
60001,5,0,4,1
60003,5,2,20,1
60004,5,15,80,1
60005,6,1,66,1
60006,6,6,14,1
60007,6,14,4,1
60009,7,0,15,1
60010,1,2,99,1
60011,1,11,1,1
60012,1,18,4,1
60013,1,19,4,1
60014,7,23,4,1
60015,2,8,6,1
60016,2,19,20,1
60017,3,14,4,1
60018,3,17,31,1
60019,7,20,5,1
60020,2,16,30,1
60021,5,3,6,1
60022,1,0,31,1
60023,6,18,99,1
60026,2,19,4,1
60027,2,13,30,1
60028,1,10,14,1
60029,7,14,14,1
60030,7,17,80,1
60031,2,19,31,1
60032,7,22,4,1
60033,3,3,4,1
60034,7,23,14,1
60035,3,18,80,1
60036,2,5,4,1
60037,6,2,2,1
60038,2,11,80,1
60039,3,20,4,1
60040,2,14,4,1
60042,2,17,3,1
60043,2,18,4,1
60044,4,3,4,1
60045,3,2,6,1
60047,4,17,4,1
60048,3,7,61,1
60049,4,23,4,1
60050,3,9,4,1
60051,5,10,4,1
60052,4,3,2,1
60053,5,13,4,1
60054,3,22,21,1
60055,5,17,21,1
60056,4,20,17,1
60057,4,23,66,1
60058,5,17,14,1
60059,5,4,4,1
60060,3,20,31,1
60061,3,23,1,1
60062,5,18,2,1
60063,3,14,31,1
60064,5,7,31,1
60065,5,15,4,1
60066,5,99,30,1
60067,3,6,31,1
60068,5,19,15,1
60069,6,13,1,1
60070,6,18,6,1
60071,1,19,2,1
60072,1,13,4,1
60073,1,20,80,1
60074,3,18,4,1
60075,1,20,31,1
60076,3,18,99,1
60077,3,6,61,1
60078,1,99,14,1
60079,3,8,14,1
60080,2,17,30,1
60081,3,19,80,1
60082,2,23,6,1
60083,3,20,14,1
60084,6,14,66,1
60085,3,12,20,1
60086,3,5,31,1
60087,4,18,4,1
60088,1,5,20,1
60089,3,14,6,1
60090,5,13,2,1
60091,3,21,3,1
60092,4,6,4,1
60093,4,0,4,1
60094,4,6,31,1
60095,6,4,4,1
60096,4,17,2,1
60097,6,0,80,1
60098,4,17,99,1
60099,5,2,80,1
60100,7,7,31,1
60101,5,6,66,1
60102,3,18,4,1
60103,5,1,5,1
60104,6,13,4,1
60105,7,2,3,1
60107,6,21,15,1
60108,7,4,30,1
60110,7,7,4,1
60111,6,22,15,1
60112,4,17,4,1
60113,6,18,4,1
60114,7,4,99,1
60115,7,14,31,1
60116,5,18,80,1
60117,7,17,30,1
60118,7,14,15,1
60119,7,14,6,1
60120,1,14,80,1
60121,7,18,30,1
60122,5,18,31,1
60123,7,17,6,1
60124,7,18,30,1
60125,2,2,2,1
60126,5,14,4,1
60127,7,12,31,1
60128,7,6,14,1
60129,7,22,4,1
60131,1,9,80,1
60132,6,19,80,1
60133,7,4,31,1
60134,1,23,4,1
60135,1,13,4,1
60136,4,5,4,1
60137,7,20,80,1
60138,2,3,66,1
60139,1,0,4,1
60140,1,18,15,1
60141,6,17,30,1
60142,2,10,4,1
60143,2,6,4,1
60144,4,23,4,1
60145,2,13,4,1
60146,6,20,3,1
60147,5,7,4,1
60148,4,20,14,1
60149,4,19,5,1
60150,2,12,4,1
60151,5,2,4,1
60152,5,9,31,1
60153,5,22,15,1
60154,6,5,66,1
60155,2,19,4,1
60156,2,22,3,1
60157,6,3,99,1
60158,6,17,80,1
60159,2,23,30,1
60160,7,1,4,1
60161,7,14,14,1
60163,7,22,14,1
60165,3,11,4,1
60166,7,5,4,1
60167,7,4,4,1
60168,3,12,62,1
60169,4,13,5,1
60170,7,18,31,1
60171,3,18,31,1
60172,7,19,20,1
60173,3,12,4,1
60174,1,9,14,1
60175,1,14,4,1
60176,3,13,4,1
60177,1,2,4,1
60178,3,15,1,1
60179,5,2,4,1
60180,1,20,80,1
60181,1,20,14,1
60182,6,23,99,1
60183,1,22,4,1
60184,3,18,4,1
60185,2,6,4,1
60186,3,7,80,1
60188,3,19,2,1
60189,4,0,4,1
60190,3,18,4,1
60191,4,6,66,1
60192,4,3,66,1
60193,3,14,4,1
60194,7,17,4,1
60195,5,4,31,1
60196,7,19,6,1
60197,3,0,31,1
60198,7,19,31,1
60199,6,7,31,1
60200,7,19,2,1
60201,1,22,14,1
60202,6,18,21,1
60203,7,20,4,1
60204,7,23,14,1
60206,1,13,14,1
60207,6,16,4,1
60208,1,6,3,1
60209,3,5,6,1
60211,4,3,2,1
60212,5,15,80,1
60213,4,7,6,1
60214,1,11,66,1
60215,1,17,4,1
60216,4,12,31,1
60217,1,18,4,1
60218,2,0,67,1
60219,4,18,52,1
60220,3,6,99,1
60221,4,0,4,1
60222,3,16,80,1
60223,4,19,4,1
60225,4,12,6,1
60226,4,14,3,1
60227,5,16,80,1
60228,4,0,9,1
60229,5,9,61,1
60230,3,18,14,1
60231,5,18,2,1
60232,6,11,15,1
60233,5,20,4,1
60234,6,18,3,1
60235,6,20,4,1
60236,6,21,99,1
60237,5,12,14,1
60238,6,99,99,1
60239,1,9,80,1
60240,6,21,3,1
60241,7,12,14,1
60242,1,16,3,1
60243,5,13,14,1
60244,4,22,14,1
60245,6,18,14,1
60246,1,11,2,1
60247,5,19,14,1
60249,7,1,4,1
60250,5,21,31,1
60251,6,23,20,1
60252,7,14,31,1
60253,6,0,4,1
60254,3,7,4,1
60256,1,19,2,1
60257,7,16,80,1
60258,3,22,14,1
60259,6,8,14,1
60260,7,16,4,1
60261,7,18,30,1
60262,7,10,2,1
60263,4,15,4,1
60264,7,19,14,1
60265,1,0,4,1
60266,4,22,80,1
60267,3,19,14,1
60268,1,18,80,1
60269,6,10,30,1
60270,5,4,31,1
60271,3,15,4,1
60272,3,19,4,1
60273,6,18,2,1
60274,7,21,14,1
60275,3,19,66,1
60276,4,12,80,1
60279,6,21,61,1
60280,4,15,31,1
60281,7,0,4,1
60282,5,18,2,1
60283,5,18,31,1
60284,6,6,6,1
60285,7,14,4,1
60286,5,18,14,1
60287,6,13,80,1
60288,7,21,99,1
60289,5,12,4,1
60290,1,7,4,1
60291,5,20,4,1
60292,7,6,31,1
60293,4,0,99,1
60294,6,18,31,1
60295,1,21,4,1
60296,4,6,30,1
60297,7,23,99,1
60298,1,21,14,1
60299,4,6,4,1
60300,1,22,80,1
60301,6,21,4,1
60302,6,99,2,1
60303,7,3,2,1
60304,7,3,2,1
60305,7,5,99,1
60306,1,15,80,1
60307,2,2,4,1
60308,2,9,4,1
60309,1,0,4,1
60311,7,10,20,1
60312,7,11,80,1
60313,6,17,14,1
60314,6,21,80,1
60315,7,23,6,1
60316,1,19,2,1
60317,2,21,4,1
60318,6,18,31,1
60319,7,20,31,1
60320,1,1,31,1
60321,2,0,31,1
60322,6,19,80,1
60323,1,3,2,1
60324,4,22,4,1
60325,1,20,30,1
60326,2,3,30,1
60327,1,0,4,1
60328,1,20,14,1
60329,2,16,15,1
60330,1,22,80,1
60331,7,22,99,1
60332,2,5,6,1
60333,2,99,80,1
60334,2,12,30,1
60335,7,21,4,1
60336,3,17,62,1
60337,3,20,4,1
60338,2,15,80,1
60340,6,5,31,1
60341,5,19,30,1
60342,2,3,4,1
60343,2,20,31,1
60345,5,20,4,1
60346,6,1,4,1
60347,3,21,15,1
60348,7,1,80,1
60349,5,2,80,1
60350,7,1,4,1
60351,3,2,30,1
60352,1,1,15,1
60353,6,16,31,1
60354,1,1,4,1
60355,6,18,31,1
60357,1,6,2,1
60358,4,5,6,1
60359,1,20,30,1
60360,4,14,73,1
60362,3,6,5,1
60363,3,8,20,1
60364,4,18,40,1
60365,5,4,4,1
60366,3,13,4,1
60367,5,4,31,1
60368,6,21,4,1
60369,5,8,4,1
60370,6,21,80,1
60371,7,19,4,1
60372,5,14,30,1
60373,7,2,6,1
60374,6,20,99,1
60375,6,23,4,1
60376,1,15,31,1
60377,6,23,15,1
60378,5,1,14,1
60379,6,22,4,1
60381,4,2,15,1
60383,4,11,14,1
60384,7,6,31,1
60385,4,22,80,1
60386,1,20,30,1
60387,4,12,4,1
60388,7,10,90,1
60389,2,6,15,1
60390,1,22,4,1
60391,5,17,6,1
60392,5,20,1,1
60394,2,6,62,1
60395,1,1,4,1
60396,2,0,14,1
60397,2,19,4,1
60398,2,4,66,1
60399,2,18,4,1
60400,2,0,4,1
60401,1,9,14,1
60402,4,3,4,1
60403,6,20,99,1
60404,5,20,14,1
60405,2,17,4,1
60406,6,20,4,1
60407,2,5,6,1
60408,2,17,31,1
60409,6,16,4,1
60410,2,12,4,1
60411,4,4,31,1
60412,3,10,4,1
60413,2,19,31,1
60415,4,15,2,1
60416,2,21,62,1
60417,4,19,4,1
60418,4,21,97,1
60419,4,18,3,1
60420,5,12,66,1
60421,2,22,4,1
60422,6,8,30,1
60423,5,16,80,1
60424,5,15,2,1
60425,7,20,4,1
60426,1,3,1,1
60427,1,17,31,1
60428,5,8,80,1
60429,3,6,30,1
60430,3,8,2,1
60431,3,22,20,1
60432,2,7,6,1
60433,6,3,4,1
60435,7,0,14,1
60436,2,18,3,1
60437,6,4,4,1
60438,3,5,4,1
60439,3,21,99,1
60440,6,7,30,1
60441,4,10,21,1
60442,5,17,80,1
60443,3,1,21,1
60444,6,16,4,1
60445,7,0,2,1
60446,3,12,4,1
60447,4,12,4,1
60449,4,1,2,1
60450,1,19,14,1
60451,3,14,21,1
60453,3,18,4,1
60454,3,19,14,1
60455,1,16,4,1
60456,5,18,17,1
60457,3,20,2,1
60459,6,22,15,1
60460,7,12,4,1
60461,2,1,4,1
60462,4,19,80,1
60463,6,23,5,1
60464,2,5,66,1
60465,7,1,4,1
60466,7,1,4,1
60467,7,5,4,1
60468,3,10,31,1
60469,2,5,4,1
60470,7,21,2,1
60471,2,8,4,1
60472,3,12,15,1
60473,3,6,4,1
60474,3,10,14,1
60475,3,14,30,1
60477,3,14,4,1
60478,3,17,4,1
60479,2,8,4,1
60480,3,5,4,1
60481,4,8,62,1
60482,5,5,4,1
60483,4,7,80,1
60484,5,8,4,1
60485,4,7,99,1
60486,5,11,31,1
60487,4,13,30,1
60488,5,9,80,1
60489,4,13,4,1
60490,4,3,4,1
60491,1,17,80,1
60492,2,1,4,1
60493,5,20,6,1
60494,6,1,4,1
60495,6,20,4,1
60496,3,18,15,1
60497,6,22,4,1
60499,7,10,31,1
60500,5,21,80,1
60501,7,13,31,1
60502,4,23,4,1
60503,3,18,4,1
60504,6,23,4,1
60505,5,20,14,1
60506,7,13,4,1
60507,6,13,4,1
60508,2,1,5,1
60509,7,14,80,1
60510,3,18,30,1
60511,1,12,4,1
60512,7,16,31,1
60513,7,18,4,1
60514,7,3,80,1
60515,7,20,3,1
60516,7,21,4,1
60517,7,22,31,1
60518,6,16,4,1
60519,1,18,5,1
60520,7,22,3,1
60521,7,23,2,1
60522,1,0,4,1
60524,1,5,31,1
60525,6,10,14,1
60527,3,14,30,1
60528,1,13,80,1
60529,6,21,3,1
60530,1,13,31,1
60531,7,6,4,1
60532,7,1,14,1
60533,6,5,14,1
60534,1,14,80,1
60535,7,14,4,1
60536,4,4,2,1
60537,1,20,4,1
60538,1,20,15,1
60539,2,22,4,1
60540,2,0,4,1
60541,3,19,2,1
60542,7,2,4,1
60543,4,2,66,1
60544,4,23,4,1
60545,5,2,16,1
60546,7,14,31,1
60547,7,21,4,1
60548,7,6,4,1
60549,1,19,30,1
60550,7,11,80,1
60551,4,15,31,1
60552,7,15,5,1
60553,6,20,31,1
60554,6,22,80,1
60555,1,20,80,1
60556,2,17,31,1
60557,7,22,4,1
60559,7,2,31,1
60560,1,2,15,1
60561,3,10,15,1
60562,2,22,4,1
60563,7,2,4,1
60564,4,6,4,1
60565,4,11,4,1
60566,3,7,80,1
60567,1,0,9,1
60568,4,13,4,1
60569,7,9,4,1
60570,3,18,14,1
60571,2,1,4,1
60572,4,15,31,1
60573,2,20,6,1
60574,5,1,6,1
60576,4,2,2,1
60577,4,7,4,1
60578,5,3,2,1
60579,5,13,4,1
60580,4,7,31,1
60581,4,12,80,1
60582,4,16,20,1
60583,4,23,80,1
60584,2,19,20,1
60585,4,16,15,1
60586,4,7,2,1
60587,6,7,15,1
60588,6,12,30,1
60589,4,23,80,1
60590,1,6,4,1
60591,1,8,6,1
60592,7,20,31,1
60593,1,8,4,1
60594,5,13,2,1
60595,1,10,80,1
60596,6,9,63,1
60597,5,14,31,1
60598,1,23,63,1
60599,7,19,2,1
60600,3,6,4,1
60601,5,18,20,1
60602,6,11,52,1
60603,3,16,2,1
60604,5,20,31,1
60605,7,11,15,1
60606,5,20,4,1
60608,7,12,80,1
60609,5,22,2,1
60610,5,19,90,1
